timestamp,cnt,hum,wind_speed,weather_code,is_holiday,is_weekend,season,Hour
2015-01-07 12:00:00,913,76.0,27.0,2,0,0,3,12
2015-01-07 13:00:00,982,71.5,28.0,2,0,0,3,13
2015-01-07 14:00:00,783,62.0,28.5,2,0,0,3,14
2015-01-07 15:00:00,794,68.5,25.0,2,0,0,3,15
2015-01-07 16:00:00,1171,76.0,25.0,3,0,0,3,16
2015-01-07 17:00:00,2647,71.5,24.0,3,0,0,3,17
2015-01-07 18:00:00,2579,71.0,30.0,3,0,0,3,18
2015-01-07 20:00:00,657,79.0,30.5,3,0,0,3,20
2015-01-07 21:00:00,516,82.0,27.0,7,0,0,3,21
2015-01-07 22:00:00,414,82.0,27.0,7,0,0,3,22
2015-01-07 23:00:00,206,85.0,24.0,7,0,0,3,23
2015-01-08 00:00:00,123,82.0,26.0,4,0,0,3,0
2015-01-08 01:00:00,56,85.0,24.0,3,0,0,3,1
2015-01-08 02:00:00,51,82.0,25.0,3,0,0,3,2
2015-01-08 03:00:00,33,85.0,22.0,3,0,0,3,3
2015-01-08 04:00:00,32,88.0,20.5,7,0,0,3,4
2015-01-08 05:00:00,87,80.0,20.5,7,0,0,3,5
2015-01-08 06:00:00,511,74.5,17.0,3,0,0,3,6
2015-01-08 07:00:00,982,82.5,17.0,7,0,0,3,7
2015-01-08 08:00:00,1228,87.5,14.0,7,0,0,3,8
2015-01-08 09:00:00,573,87.0,13.0,7,0,0,3,9
2015-01-08 10:00:00,185,87.0,14.0,7,0,0,3,10
2015-01-08 11:00:00,193,82.0,20.5,7,0,0,3,11
2015-01-08 12:00:00,522,84.5,17.0,2,0,0,3,12
2015-01-08 13:00:00,672,79.0,27.0,2,0,0,3,13
2015-01-08 14:00:00,761,71.0,22.0,2,0,0,3,14
2015-01-08 15:00:00,781,71.0,22.0,2,0,0,3,15
2015-01-08 16:00:00,1212,71.0,19.5,2,0,0,3,16
2015-01-08 17:00:00,2351,76.0,22.0,2,0,0,3,17
2015-01-08 18:00:00,2110,73.5,22.5,1,0,0,3,18
2015-01-08 19:00:00,1239,73.5,20.5,1,0,0,3,19
2015-01-08 20:00:00,752,76.0,17.0,1,0,0,3,20
2015-01-08 21:00:00,457,76.0,20.5,1,0,0,3,21
2015-01-08 22:00:00,423,73.5,21.0,1,0,0,3,22
2015-01-08 23:00:00,267,76.0,27.0,2,0,0,3,23
2015-01-09 00:00:00,147,71.0,28.0,2,0,0,3,0
2015-01-09 01:00:00,60,73.5,30.0,7,0,0,3,1
2015-01-09 02:00:00,65,79.0,29.5,7,0,0,3,2
2015-01-09 03:00:00,42,79.5,29.0,3,0,0,3,3
2015-01-09 04:00:00,47,85.0,33.0,3,0,0,3,4
2015-01-09 05:00:00,85,85.0,33.0,3,0,0,3,5
2015-01-09 06:00:00,441,82.0,32.5,3,0,0,3,6
2015-01-09 07:00:00,1593,82.0,31.5,3,0,0,3,7
2015-01-09 08:00:00,3505,79.5,25.0,2,0,0,3,8
2015-01-09 09:00:00,1768,74.5,30.0,2,0,0,3,9
2015-01-09 10:00:00,799,69.5,29.5,1,0,0,3,10
2015-01-09 11:00:00,806,67.0,28.0,1,0,0,3,11
2015-01-09 12:00:00,1052,67.0,26.0,1,0,0,3,12
2015-01-09 13:00:00,1078,63.0,30.0,1,0,0,3,13
2015-01-09 14:00:00,976,63.0,26.0,2,0,0,3,14
2015-01-09 15:00:00,912,67.5,33.5,7,0,0,3,15
2015-01-09 16:00:00,1229,79.5,37.0,7,0,0,3,16
2015-01-09 17:00:00,2409,85.0,35.0,7,0,0,3,17
2015-01-09 18:00:00,1983,82.0,36.0,7,0,0,3,18
2015-01-09 19:00:00,1094,77.0,41.0,7,0,0,3,19
2015-01-09 20:00:00,686,72.0,44.0,3,0,0,3,20
2015-01-09 21:00:00,443,68.0,41.0,3,0,0,3,21
2015-01-09 22:00:00,464,68.0,40.0,3,0,0,3,22
2015-01-09 23:00:00,420,77.0,41.5,4,0,0,3,23
2015-01-10 00:00:00,392,77.0,39.0,4,0,1,3,0
2015-01-10 01:00:00,277,77.0,40.0,4,0,1,3,1
2015-01-10 02:00:00,189,72.0,40.5,3,0,1,3,2
2015-01-10 03:00:00,153,77.0,41.0,3,0,1,3,3
2015-01-10 04:00:00,90,77.0,36.0,3,0,1,3,4
2015-01-10 05:00:00,52,77.0,35.0,3,0,1,3,5
2015-01-10 06:00:00,69,82.0,35.0,7,0,1,3,6
2015-01-10 07:00:00,143,79.5,35.0,3,0,1,3,7
2015-01-10 08:00:00,321,74.5,40.0,3,0,1,3,8
2015-01-10 09:00:00,619,77.0,48.0,3,0,1,3,9
2015-01-10 10:00:00,757,74.5,41.0,7,0,1,3,10
2015-01-10 11:00:00,800,67.5,42.5,3,0,1,3,11
2015-01-10 12:00:00,1191,58.0,41.5,2,0,1,3,12
2015-01-10 13:00:00,1395,54.0,38.0,3,0,1,3,13
2015-01-10 14:00:00,1358,54.0,42.5,3,0,1,3,14
2015-01-10 15:00:00,1436,48.0,35.0,2,0,1,3,15
2015-01-10 16:00:00,1270,51.5,27.0,1,0,1,3,16
2015-01-10 17:00:00,1054,51.5,29.0,2,0,1,3,17
2015-01-10 18:00:00,849,55.0,26.0,1,0,1,3,18
2015-01-10 19:00:00,720,57.0,26.0,1,0,1,3,19
2015-01-10 20:00:00,556,57.0,25.0,1,0,1,3,20
2015-01-10 21:00:00,349,57.0,21.0,1,0,1,3,21
2015-01-10 22:00:00,335,66.0,20.0,1,0,1,3,22
2015-01-10 23:00:00,334,66.0,19.5,1,0,1,3,23
2015-01-11 00:00:00,360,72.5,22.0,1,0,1,3,0
2015-01-11 01:00:00,255,75.0,22.0,1,0,1,3,1
2015-01-11 02:00:00,198,75.0,23.0,1,0,1,3,2
2015-01-11 03:00:00,135,75.0,27.0,2,0,1,3,3
2015-01-11 04:00:00,74,72.5,28.0,1,0,1,3,4
2015-01-11 05:00:00,57,70.0,27.0,1,0,1,3,5
2015-01-11 06:00:00,67,68.0,24.0,1,0,1,3,6
2015-01-11 07:00:00,93,66.0,24.0,1,0,1,3,7
2015-01-11 08:00:00,241,66.0,29.5,1,0,1,3,8
2015-01-11 09:00:00,538,63.5,29.0,1,0,1,3,9
2015-01-11 10:00:00,922,61.0,30.0,1,0,1,3,10
2015-01-11 11:00:00,1248,59.0,27.0,1,0,1,3,11
2015-01-11 12:00:00,1555,55.5,27.0,1,0,1,3,12
2015-01-11 13:00:00,1813,56.0,28.0,2,0,1,3,13
2015-01-11 14:00:00,1639,60.0,28.0,2,0,1,3,14
2015-01-11 15:00:00,1464,64.0,26.0,3,0,1,3,15
2015-01-11 16:00:00,1097,66.0,23.0,3,0,1,3,16
2015-01-11 17:00:00,827,71.0,20.5,7,0,1,3,17
2015-01-11 18:00:00,519,73.5,25.0,7,0,1,3,18
2015-01-11 19:00:00,493,73.5,24.0,3,0,1,3,19
2015-01-11 20:00:00,315,71.0,26.0,7,0,1,3,20
2015-01-11 21:00:00,260,71.0,30.0,7,0,1,3,21
2015-01-11 22:00:00,237,66.0,37.0,7,0,1,3,22
2015-01-11 23:00:00,168,71.0,30.5,3,0,1,3,23
2015-01-12 00:00:00,117,68.5,29.0,2,0,0,3,0
2015-01-12 01:00:00,45,60.0,34.0,4,0,0,3,1
2015-01-12 02:00:00,29,64.5,30.0,4,0,0,3,2
2015-01-12 03:00:00,36,67.0,30.5,3,0,0,3,3
2015-01-12 04:00:00,26,67.0,33.5,3,0,0,3,4
2015-01-12 05:00:00,86,67.0,35.0,3,0,0,3,5
2015-01-12 06:00:00,433,73.5,31.0,7,0,0,3,6
2015-01-12 07:00:00,1541,76.0,30.0,7,0,0,3,7
2015-01-12 08:00:00,3418,76.0,31.0,3,0,0,3,8
2015-01-12 09:00:00,1832,67.0,32.5,3,0,0,3,9
2015-01-12 10:00:00,723,67.0,33.0,3,0,0,3,10
2015-01-12 11:00:00,654,74.5,39.0,3,0,0,3,11
2015-01-12 12:00:00,700,79.5,29.5,3,0,0,3,12
2015-01-12 13:00:00,631,79.5,29.5,3,0,0,3,13
2015-01-12 14:00:00,520,77.0,33.0,7,0,0,3,14
2015-01-12 15:00:00,374,82.0,25.0,7,0,0,3,15
2015-01-12 16:00:00,669,82.0,22.5,7,0,0,3,16
2015-01-12 17:00:00,1510,88.0,22.0,7,0,0,3,17
2015-01-12 18:00:00,1186,94.0,22.0,7,0,0,3,18
2015-01-12 19:00:00,1136,85.0,22.0,7,0,0,3,19
2015-01-12 20:00:00,753,82.0,20.0,4,0,0,3,20
2015-01-12 21:00:00,510,85.0,18.5,7,0,0,3,21
2015-01-12 22:00:00,184,88.0,21.0,7,0,0,3,22
2015-01-12 23:00:00,86,88.0,23.0,7,0,0,3,23
2015-01-13 00:00:00,64,88.0,25.0,7,0,0,3,0
2015-01-13 01:00:00,29,88.0,30.0,7,0,0,3,1
2015-01-13 02:00:00,21,88.0,24.5,7,0,0,3,2
2015-01-13 03:00:00,13,85.0,19.0,7,0,0,3,3
2015-01-13 04:00:00,33,82.0,21.0,7,0,0,3,4
2015-01-13 05:00:00,113,79.5,21.0,7,0,0,3,5
2015-01-13 06:00:00,600,82.0,20.5,2,0,0,3,6
2015-01-13 07:00:00,1584,79.0,21.0,7,0,0,3,7
2015-01-13 08:00:00,3960,71.0,16.0,2,0,0,3,8
2015-01-13 09:00:00,2090,71.0,18.0,2,0,0,3,9
2015-01-13 10:00:00,960,71.0,17.5,1,0,0,3,10
2015-01-13 11:00:00,866,68.5,18.0,2,0,0,3,11
2015-01-13 12:00:00,1019,64.0,20.5,7,0,0,3,12
2015-01-13 13:00:00,719,73.5,27.5,7,0,0,3,13
2015-01-13 14:00:00,811,71.0,29.0,7,0,0,3,14
2015-01-13 15:00:00,883,73.5,21.5,2,0,0,3,15
2015-01-13 16:00:00,1391,68.5,23.0,2,0,0,3,16
2015-01-13 17:00:00,2886,71.0,22.0,2,0,0,3,17
2015-01-13 18:00:00,2659,71.0,14.0,7,0,0,3,18
2015-01-13 19:00:00,1548,76.0,19.5,7,0,0,3,19
2015-01-13 20:00:00,947,76.0,21.0,2,0,0,3,20
2015-01-13 21:00:00,660,76.0,23.0,2,0,0,3,21
2015-01-13 22:00:00,501,76.0,17.0,1,0,0,3,22
2015-01-13 23:00:00,340,70.0,19.5,1,0,0,3,23
2015-01-14 00:00:00,168,66.0,26.0,1,0,0,3,0
2015-01-14 01:00:00,79,66.0,30.0,1,0,0,3,1
2015-01-14 02:00:00,60,66.0,24.0,1,0,0,3,2
2015-01-14 03:00:00,54,72.5,21.0,1,0,0,3,3
2015-01-14 04:00:00,44,72.5,14.0,1,0,0,3,4
2015-01-14 05:00:00,93,70.0,17.5,1,0,0,3,5
2015-01-14 06:00:00,560,70.0,23.0,3,0,0,3,6
2015-01-14 07:00:00,1820,68.0,30.5,2,0,0,3,7
2015-01-14 08:00:00,3904,70.0,26.0,2,0,0,3,8
2015-01-14 09:00:00,2064,68.0,29.0,2,0,0,3,9
2015-01-14 10:00:00,841,70.0,30.5,2,0,0,3,10
2015-01-14 11:00:00,732,65.5,27.0,2,0,0,3,11
2015-01-14 12:00:00,1013,59.0,27.0,2,0,0,3,12
2015-01-14 13:00:00,1066,57.0,24.0,2,0,0,3,13
2015-01-14 14:00:00,913,55.0,22.0,2,0,0,3,14
2015-01-14 15:00:00,969,55.0,18.0,1,0,0,3,15
2015-01-14 16:00:00,1365,59.0,16.0,1,0,0,3,16
2015-01-14 17:00:00,2638,64.0,16.0,2,0,0,3,17
2015-01-14 18:00:00,1974,71.0,21.5,2,0,0,3,18
2015-01-14 19:00:00,1254,71.0,27.0,3,0,0,3,19
2015-01-14 20:00:00,885,69.0,31.0,3,0,0,3,20
2015-01-14 21:00:00,537,71.0,38.0,7,0,0,3,21
2015-01-14 22:00:00,344,76.5,39.0,7,0,0,3,22
2015-01-14 23:00:00,188,79.0,40.0,26,0,0,3,23
2015-01-15 00:00:00,91,82.0,40.0,7,0,0,3,0
2015-01-15 01:00:00,66,79.5,40.0,26,0,0,3,1
2015-01-15 02:00:00,25,82.0,44.5,26,0,0,3,2
2015-01-15 03:00:00,23,79.5,45.0,7,0,0,3,3
2015-01-15 04:00:00,23,77.0,37.0,26,0,0,3,4
2015-01-15 05:00:00,62,79.0,31.5,7,0,0,3,5
2015-01-15 06:00:00,481,73.5,29.5,7,0,0,3,6
2015-01-15 07:00:00,1692,73.5,23.0,2,0,0,3,7
2015-01-15 08:00:00,3673,66.0,21.0,1,0,0,3,8
2015-01-15 09:00:00,1941,73.5,19.5,2,0,0,3,9
2015-01-15 10:00:00,844,76.0,21.0,2,0,0,3,10
2015-01-15 11:00:00,729,66.0,26.0,2,0,0,3,11
2015-01-15 12:00:00,835,71.0,25.0,7,0,0,3,12
2015-01-15 13:00:00,1005,64.0,32.5,2,0,0,3,13
2015-01-15 14:00:00,828,60.0,30.5,2,0,0,3,14
2015-01-15 15:00:00,912,52.0,36.0,2,0,0,3,15
2015-01-15 16:00:00,1249,53.0,29.0,2,0,0,3,16
2015-01-15 17:00:00,2524,55.0,29.5,2,0,0,3,17
2015-01-15 18:00:00,2480,57.0,29.5,2,0,0,3,18
2015-01-15 19:00:00,1353,51.5,29.5,2,0,0,3,19
2015-01-15 20:00:00,810,51.0,34.0,2,0,0,3,20
2015-01-15 21:00:00,591,57.0,32.0,1,0,0,3,21
2015-01-15 22:00:00,430,59.0,33.0,2,0,0,3,22
2015-01-15 23:00:00,301,57.0,29.5,1,0,0,3,23
2015-01-16 00:00:00,208,53.0,31.0,1,0,0,3,0
2015-01-16 01:00:00,117,53.0,27.5,1,0,0,3,1
2015-01-16 02:00:00,71,59.0,22.0,1,0,0,3,2
2015-01-16 03:00:00,59,59.0,25.0,1,0,0,3,3
2015-01-16 04:00:00,46,55.0,20.5,1,0,0,3,4
2015-01-16 05:00:00,88,55.0,20.5,1,0,0,3,5
2015-01-16 06:00:00,471,55.0,18.5,1,0,0,3,6
2015-01-16 07:00:00,1648,59.0,15.0,7,0,0,3,7
2015-01-16 08:00:00,3546,61.0,15.0,3,0,0,3,8
2015-01-16 09:00:00,1980,71.0,13.0,2,0,0,3,9
2015-01-16 10:00:00,878,68.5,17.0,2,0,0,3,10
2015-01-16 11:00:00,795,76.0,19.5,2,0,0,3,11
2015-01-16 12:00:00,994,73.5,17.0,2,0,0,3,12
2015-01-16 13:00:00,1122,68.5,15.0,2,0,0,3,13
2015-01-16 14:00:00,941,66.0,15.0,2,0,0,3,14
2015-01-16 15:00:00,1104,66.0,15.0,2,0,0,3,15
2015-01-16 16:00:00,1149,68.5,23.5,7,0,0,3,16
2015-01-16 17:00:00,2348,76.0,14.0,2,0,0,3,17
2015-01-16 18:00:00,2002,73.0,16.0,3,0,0,3,18
2015-01-16 19:00:00,1183,72.5,12.0,1,0,0,3,19
2015-01-16 20:00:00,693,72.5,9.0,1,0,0,3,20
2015-01-16 21:00:00,473,75.0,11.0,1,0,0,3,21
2015-01-16 22:00:00,386,72.5,15.0,1,0,0,3,22
2015-01-16 23:00:00,361,81.0,12.0,1,0,0,3,23
2015-01-17 00:00:00,328,81.0,13.0,1,0,1,3,0
2015-01-17 01:00:00,220,81.0,12.0,1,0,1,3,1
2015-01-17 02:00:00,199,81.0,14.0,1,0,1,3,2
2015-01-17 03:00:00,144,81.0,15.0,1,0,1,3,3
2015-01-17 04:00:00,76,81.0,10.0,1,0,1,3,4
2015-01-17 05:00:00,68,77.5,8.0,1,0,1,3,5
2015-01-17 06:00:00,70,77.5,10.0,1,0,1,3,6
2015-01-17 07:00:00,154,72.5,16.0,1,0,1,3,7
2015-01-17 08:00:00,350,67.5,15.0,1,0,1,3,8
2015-01-17 09:00:00,682,65.0,16.0,1,0,1,3,9
2015-01-17 10:00:00,784,70.0,21.0,7,0,1,3,10
2015-01-17 11:00:00,998,73.0,18.5,7,0,1,3,11
2015-01-17 12:00:00,1360,73.5,17.0,2,0,1,3,12
2015-01-17 13:00:00,1421,73.5,20.5,2,0,1,3,13
2015-01-17 14:00:00,1531,66.0,17.0,2,0,1,3,14
2015-01-17 15:00:00,1527,71.0,18.0,1,0,1,3,15
2015-01-17 16:00:00,1257,71.0,15.0,1,0,1,3,16
2015-01-17 17:00:00,997,76.0,10.0,1,0,1,3,17
2015-01-17 18:00:00,765,76.0,13.0,1,0,1,3,18
2015-01-17 19:00:00,719,76.0,12.0,1,0,1,3,19
2015-01-17 20:00:00,525,81.0,9.0,1,0,1,3,20
2015-01-17 21:00:00,415,76.0,10.0,1,0,1,3,21
2015-01-17 22:00:00,328,76.0,7.0,2,0,1,3,22
2015-01-17 23:00:00,350,78.5,9.0,7,0,1,3,23
2015-01-18 00:00:00,383,76.0,7.0,2,0,1,3,0
2015-01-18 01:00:00,268,76.0,6.5,7,0,1,3,1
2015-01-18 02:00:00,268,81.0,8.0,7,0,1,3,2
2015-01-18 03:00:00,140,84.0,6.5,7,0,1,3,3
2015-01-18 04:00:00,73,87.0,0.0,7,0,1,3,4
2015-01-18 05:00:00,53,90.0,5.0,7,0,1,3,5
2015-01-18 06:00:00,54,90.0,5.0,7,0,1,3,6
2015-01-18 07:00:00,97,87.0,5.0,7,0,1,3,7
2015-01-18 08:00:00,210,93.0,5.0,2,0,1,3,8
2015-01-18 09:00:00,406,90.0,6.5,7,0,1,3,9
2015-01-18 10:00:00,693,87.0,9.0,7,0,1,3,10
2015-01-18 11:00:00,906,84.0,9.0,4,0,1,3,11
2015-01-18 12:00:00,1244,81.0,12.0,2,0,1,3,12
2015-01-18 13:00:00,1401,81.0,12.0,2,0,1,3,13
2015-01-18 14:00:00,1313,75.0,14.0,2,0,1,3,14
2015-01-18 15:00:00,1450,75.0,13.0,2,0,1,3,15
2015-01-18 16:00:00,1111,81.0,6.0,2,0,1,3,16
2015-01-18 17:00:00,844,81.0,4.0,1,0,1,3,17
2015-01-18 18:00:00,694,87.0,6.5,1,0,1,3,18
2015-01-18 19:00:00,510,87.0,8.0,1,0,1,3,19
2015-01-18 20:00:00,370,87.0,5.5,1,0,1,3,20
2015-01-18 21:00:00,265,87.0,4.0,1,0,1,3,21
2015-01-18 22:00:00,249,87.0,4.0,1,0,1,3,22
2015-01-18 23:00:00,197,90.0,6.0,1,0,1,3,23
2015-01-19 00:00:00,128,93.0,8.0,1,0,0,3,0
2015-01-19 01:00:00,57,93.0,8.0,2,0,0,3,1
2015-01-19 02:00:00,30,93.0,5.5,2,0,0,3,2
2015-01-19 03:00:00,32,93.0,3.5,2,0,0,3,3
2015-01-19 04:00:00,36,93.0,4.5,3,0,0,3,4
2015-01-19 05:00:00,88,93.0,6.5,3,0,0,3,5
2015-01-19 06:00:00,472,90.0,7.0,3,0,0,3,6
2015-01-19 07:00:00,1695,90.0,6.5,2,0,0,3,7
2015-01-19 08:00:00,3554,84.0,7.5,3,0,0,3,8
2015-01-19 09:00:00,1828,87.0,8.0,3,0,0,3,9
2015-01-19 10:00:00,794,75.0,7.5,2,0,0,3,10
2015-01-19 11:00:00,688,72.5,3.0,2,0,0,3,11
2015-01-19 12:00:00,923,70.0,9.0,2,0,0,3,12
2015-01-19 13:00:00,913,70.0,8.0,2,0,0,3,13
2015-01-19 14:00:00,815,66.0,7.5,3,0,0,3,14
2015-01-19 15:00:00,908,63.5,6.0,3,0,0,3,15
2015-01-19 16:00:00,1257,67.5,6.5,3,0,0,3,16
2015-01-19 17:00:00,2774,72.5,6.0,2,0,0,3,17
2015-01-19 18:00:00,2543,72.5,6.0,3,0,0,3,18
2015-01-19 19:00:00,1442,72.5,7.0,3,0,0,3,19
2015-01-19 20:00:00,893,75.0,6.5,3,0,0,3,20
2015-01-19 21:00:00,561,78.0,5.5,3,0,0,3,21
2015-01-19 22:00:00,356,75.0,3.0,2,0,0,3,22
2015-01-19 23:00:00,247,81.0,2.0,3,0,0,3,23
2015-01-20 00:00:00,85,87.0,3.0,3,0,0,3,0
2015-01-20 01:00:00,49,90.0,6.5,1,0,0,3,1
2015-01-20 02:00:00,40,93.0,3.0,1,0,0,3,2
2015-01-20 03:00:00,18,90.0,4.0,1,0,0,3,3
2015-01-20 04:00:00,32,93.0,3.0,1,0,0,3,4
2015-01-20 05:00:00,80,93.0,4.0,2,0,0,3,5
2015-01-20 06:00:00,520,93.0,5.0,1,0,0,3,6
2015-01-20 07:00:00,1791,96.5,6.5,1,0,0,3,7
2015-01-20 08:00:00,3700,96.5,7.0,1,0,0,3,8
2015-01-20 09:00:00,1818,93.0,9.0,1,0,0,3,9
2015-01-20 10:00:00,806,87.0,5.0,2,0,0,3,10
2015-01-20 11:00:00,636,78.0,6.0,2,0,0,3,11
2015-01-20 12:00:00,894,78.0,9.0,1,0,0,3,12
2015-01-20 13:00:00,966,72.5,9.0,2,0,0,3,13
2015-01-20 14:00:00,806,68.0,11.0,2,0,0,3,14
2015-01-20 15:00:00,897,75.0,13.0,2,0,0,3,15
2015-01-20 16:00:00,1287,78.0,13.0,3,0,0,3,16
2015-01-20 17:00:00,2683,78.0,12.0,1,0,0,3,17
2015-01-20 18:00:00,2624,75.0,12.0,1,0,0,3,18
2015-01-20 19:00:00,1448,72.5,13.0,1,0,0,3,19
2015-01-20 20:00:00,758,70.0,14.0,2,0,0,3,20
2015-01-20 21:00:00,603,70.0,16.0,2,0,0,3,21
2015-01-20 22:00:00,447,70.0,17.5,1,0,0,3,22
2015-01-20 23:00:00,259,70.0,18.5,4,0,0,3,23
2015-01-21 00:00:00,151,72.5,18.0,4,0,0,3,0
2015-01-21 01:00:00,70,81.0,18.5,4,0,0,3,1
2015-01-21 02:00:00,56,81.0,19.0,3,0,0,3,2
2015-01-21 03:00:00,24,81.0,17.0,4,0,0,3,3
2015-01-21 04:00:00,41,84.0,16.0,7,0,0,3,4
2015-01-21 05:00:00,81,87.0,14.0,7,0,0,3,5
2015-01-21 06:00:00,522,87.0,18.0,7,0,0,3,6
2015-01-21 07:00:00,1656,87.0,18.0,3,0,0,3,7
2015-01-21 08:00:00,3655,87.0,18.0,3,0,0,3,8
2015-01-21 09:00:00,1976,87.0,18.0,3,0,0,3,9
2015-01-21 10:00:00,821,87.0,17.0,3,0,0,3,10
