DateTime,Junction,Vehicles,ID,DayOfWeek,Hour
2015-11-06 19:00:00,1,24,20151106191,4,19
2015-11-06 20:00:00,1,18,20151106201,4,20
2015-11-06 21:00:00,1,19,20151106211,4,21
2015-11-06 22:00:00,1,16,20151106221,4,22
2015-11-06 23:00:00,1,17,20151106231,4,23
2015-11-07 00:00:00,1,16,20151107001,5,0
2015-11-07 01:00:00,1,16,20151107011,5,1
2015-11-07 02:00:00,1,10,20151107021,5,2
2015-11-07 03:00:00,1,9,20151107031,5,3
2015-11-07 04:00:00,1,8,20151107041,5,4
2015-11-07 05:00:00,1,7,20151107051,5,5
2015-11-07 06:00:00,1,9,20151107061,5,6
2015-11-07 07:00:00,1,8,20151107071,5,7
2015-11-07 08:00:00,1,12,20151107081,5,8
2015-11-07 09:00:00,1,13,20151107091,5,9
2015-11-07 10:00:00,1,17,20151107101,5,10
2015-11-07 11:00:00,1,14,20151107111,5,11
2015-11-07 12:00:00,1,14,20151107121,5,12
2015-11-07 13:00:00,1,14,20151107131,5,13
2015-11-07 14:00:00,1,14,20151107141,5,14
2015-11-07 15:00:00,1,11,20151107151,5,15
2015-11-07 16:00:00,1,15,20151107161,5,16
2015-11-07 17:00:00,1,13,20151107171,5,17
2015-11-07 18:00:00,1,12,20151107181,5,18
2015-11-07 19:00:00,1,17,20151107191,5,19
2015-11-07 20:00:00,1,18,20151107201,5,20
2015-11-07 21:00:00,1,17,20151107211,5,21
2015-11-07 22:00:00,1,16,20151107221,5,22
2015-11-07 23:00:00,1,15,20151107231,5,23
2015-11-08 00:00:00,1,13,20151108001,6,0
2015-11-08 01:00:00,1,16,20151108011,6,1
2015-11-08 02:00:00,1,11,20151108021,6,2
2015-11-08 03:00:00,1,8,20151108031,6,3
2015-11-08 04:00:00,1,10,20151108041,6,4
2015-11-08 05:00:00,1,10,20151108051,6,5
2015-11-08 06:00:00,1,10,20151108061,6,6
2015-11-08 07:00:00,1,9,20151108071,6,7
2015-11-08 08:00:00,1,11,20151108081,6,8
2015-11-08 09:00:00,1,12,20151108091,6,9
2015-11-08 10:00:00,1,18,20151108101,6,10
2015-11-08 11:00:00,1,14,20151108111,6,11
2015-11-08 12:00:00,1,17,20151108121,6,12
2015-11-08 13:00:00,1,14,20151108131,6,13
2015-11-08 14:00:00,1,14,20151108141,6,14
2015-11-08 15:00:00,1,14,20151108151,6,15
2015-11-08 16:00:00,1,12,20151108161,6,16
2015-11-08 17:00:00,1,14,20151108171,6,17
2015-11-08 18:00:00,1,18,20151108181,6,18
2015-11-08 19:00:00,1,13,20151108191,6,19
2015-11-08 20:00:00,1,16,20151108201,6,20
2015-11-08 21:00:00,1,18,20151108211,6,21
2015-11-08 22:00:00,1,14,20151108221,6,22
2015-11-08 23:00:00,1,14,20151108231,6,23
2015-11-09 00:00:00,1,13,20151109001,0,0
2015-11-09 01:00:00,1,15,20151109011,0,1
2015-11-09 02:00:00,1,11,20151109021,0,2
2015-11-09 03:00:00,1,10,20151109031,0,3
2015-11-09 04:00:00,1,9,20151109041,0,4
2015-11-09 05:00:00,1,8,20151109051,0,5
2015-11-09 06:00:00,1,8,20151109061,0,6
2015-11-09 07:00:00,1,10,20151109071,0,7
2015-11-09 08:00:00,1,11,20151109081,0,8
2015-11-09 09:00:00,1,17,20151109091,0,9
2015-11-09 10:00:00,1,19,20151109101,0,10
2015-11-09 11:00:00,1,22,20151109111,0,11
2015-11-09 12:00:00,1,23,20151109121,0,12
2015-11-09 13:00:00,1,23,20151109131,0,13
2015-11-09 14:00:00,1,24,20151109141,0,14
2015-11-09 15:00:00,1,24,20151109151,0,15
2015-11-09 16:00:00,1,19,20151109161,0,16
2015-11-09 17:00:00,1,19,20151109171,0,17
2015-11-09 18:00:00,1,20,20151109181,0,18
2015-11-09 19:00:00,1,31,20151109191,0,19
2015-11-09 20:00:00,1,25,20151109201,0,20
2015-11-09 21:00:00,1,35,20151109211,0,21
2015-11-09 22:00:00,1,21,20151109221,0,22
2015-11-09 23:00:00,1,24,20151109231,0,23
2015-11-10 00:00:00,1,19,20151110001,1,0
2015-11-10 01:00:00,1,19,20151110011,1,1
2015-11-10 02:00:00,1,18,20151110021,1,2
2015-11-10 03:00:00,1,17,20151110031,1,3
2015-11-10 04:00:00,1,12,20151110041,1,4
2015-11-10 05:00:00,1,10,20151110051,1,5
2015-11-10 06:00:00,1,14,20151110061,1,6
2015-11-10 07:00:00,1,15,20151110071,1,7
2015-11-10 08:00:00,1,14,20151110081,1,8
2015-11-10 09:00:00,1,34,20151110091,1,9
2015-11-10 10:00:00,1,40,20151110101,1,10
2015-11-10 11:00:00,1,38,20151110111,1,11
2015-11-10 12:00:00,1,36,20151110121,1,12
2015-11-10 13:00:00,1,27,20151110131,1,13
2015-11-10 14:00:00,1,48,20151110141,1,14
2015-11-10 15:00:00,1,43,20151110151,1,15
2015-11-10 16:00:00,1,41,20151110161,1,16
2015-11-10 17:00:00,1,35,20151110171,1,17
2015-11-10 18:00:00,1,40,20151110181,1,18
2015-11-10 19:00:00,1,40,20151110191,1,19
2015-11-10 20:00:00,1,40,20151110201,1,20
2015-11-10 21:00:00,1,36,20151110211,1,21
2015-11-10 22:00:00,1,37,20151110221,1,22
2015-11-10 23:00:00,1,35,20151110231,1,23
2015-11-11 00:00:00,1,28,20151111001,2,0
2015-11-11 01:00:00,1,25,20151111011,2,1
2015-11-11 02:00:00,1,19,20151111021,2,2
2015-11-11 03:00:00,1,21,20151111031,2,3
2015-11-11 04:00:00,1,20,20151111041,2,4
2015-11-11 05:00:00,1,15,20151111051,2,5
2015-11-11 06:00:00,1,17,20151111061,2,6
2015-11-11 07:00:00,1,14,20151111071,2,7
2015-11-11 08:00:00,1,19,20151111081,2,8
2015-11-11 09:00:00,1,22,20151111091,2,9
2015-11-11 10:00:00,1,30,20151111101,2,10
2015-11-11 11:00:00,1,26,20151111111,2,11
2015-11-11 12:00:00,1,26,20151111121,2,12
2015-11-11 13:00:00,1,23,20151111131,2,13
2015-11-11 14:00:00,1,23,20151111141,2,14
2015-11-11 15:00:00,1,24,20151111151,2,15
2015-11-11 16:00:00,1,22,20151111161,2,16
2015-11-11 17:00:00,1,24,20151111171,2,17
2015-11-11 18:00:00,1,26,20151111181,2,18
2015-11-11 19:00:00,1,27,20151111191,2,19
2015-11-11 20:00:00,1,22,20151111201,2,20
2015-11-11 21:00:00,1,23,20151111211,2,21
2015-11-11 22:00:00,1,22,20151111221,2,22
2015-11-11 23:00:00,1,22,20151111231,2,23
2015-11-12 00:00:00,1,22,20151112001,3,0
2015-11-12 01:00:00,1,17,20151112011,3,1
2015-11-12 02:00:00,1,15,20151112021,3,2
2015-11-12 03:00:00,1,12,20151112031,3,3
2015-11-12 04:00:00,1,13,20151112041,3,4
2015-11-12 05:00:00,1,9,20151112051,3,5
2015-11-12 06:00:00,1,14,20151112061,3,6
2015-11-12 07:00:00,1,13,20151112071,3,7
2015-11-12 08:00:00,1,15,20151112081,3,8
2015-11-12 09:00:00,1,27,20151112091,3,9
2015-11-12 10:00:00,1,39,20151112101,3,10
2015-11-12 11:00:00,1,40,20151112111,3,11
2015-11-12 12:00:00,1,36,20151112121,3,12
2015-11-12 13:00:00,1,34,20151112131,3,13
2015-11-12 14:00:00,1,33,20151112141,3,14
2015-11-12 15:00:00,1,28,20151112151,3,15
2015-11-12 16:00:00,1,30,20151112161,3,16
2015-11-12 17:00:00,1,26,20151112171,3,17
2015-11-12 18:00:00,1,30,20151112181,3,18
2015-11-12 19:00:00,1,35,20151112191,3,19
2015-11-12 20:00:00,1,38,20151112201,3,20
2015-11-12 21:00:00,1,34,20151112211,3,21
2015-11-12 22:00:00,1,30,20151112221,3,22
2015-11-12 23:00:00,1,27,20151112231,3,23
2015-11-13 00:00:00,1,24,20151113001,4,0
2015-11-13 01:00:00,1,21,20151113011,4,1
2015-11-13 02:00:00,1,16,20151113021,4,2
2015-11-13 03:00:00,1,16,20151113031,4,3
2015-11-13 04:00:00,1,13,20151113041,4,4
2015-11-13 05:00:00,1,11,20151113051,4,5
2015-11-13 06:00:00,1,13,20151113061,4,6
2015-11-13 07:00:00,1,15,20151113071,4,7
2015-11-13 08:00:00,1,17,20151113081,4,8
2015-11-13 09:00:00,1,18,20151113091,4,9
2015-11-13 10:00:00,1,24,20151113101,4,10
2015-11-13 11:00:00,1,41,20151113111,4,11
2015-11-13 12:00:00,1,29,20151113121,4,12
2015-11-13 13:00:00,1,25,20151113131,4,13
2015-11-13 14:00:00,1,25,20151113141,4,14
2015-11-13 15:00:00,1,26,20151113151,4,15
2015-11-13 16:00:00,1,25,20151113161,4,16
2015-11-13 17:00:00,1,24,20151113171,4,17
2015-11-13 18:00:00,1,26,20151113181,4,18
2015-11-13 19:00:00,1,24,20151113191,4,19
2015-11-13 20:00:00,1,28,20151113201,4,20
2015-11-13 21:00:00,1,22,20151113211,4,21
2015-11-13 22:00:00,1,23,20151113221,4,22
2015-11-13 23:00:00,1,18,20151113231,4,23
2015-11-14 00:00:00,1,21,20151114001,5,0
2015-11-14 01:00:00,1,20,20151114011,5,1
2015-11-14 02:00:00,1,15,20151114021,5,2
2015-11-14 03:00:00,1,13,20151114031,5,3
2015-11-14 04:00:00,1,10,20151114041,5,4
2015-11-14 05:00:00,1,10,20151114051,5,5
2015-11-14 06:00:00,1,12,20151114061,5,6
2015-11-14 07:00:00,1,9,20151114071,5,7
2015-11-14 08:00:00,1,11,20151114081,5,8
2015-11-14 09:00:00,1,15,20151114091,5,9
2015-11-14 10:00:00,1,16,20151114101,5,10
2015-11-14 11:00:00,1,16,20151114111,5,11
2015-11-14 12:00:00,1,12,20151114121,5,12
2015-11-14 13:00:00,1,11,20151114131,5,13
2015-11-14 14:00:00,1,14,20151114141,5,14
2015-11-14 15:00:00,1,16,20151114151,5,15
2015-11-14 16:00:00,1,18,20151114161,5,16
2015-11-14 17:00:00,1,13,20151114171,5,17
2015-11-14 18:00:00,1,17,20151114181,5,18
2015-11-14 19:00:00,1,15,20151114191,5,19
2015-11-14 20:00:00,1,19,20151114201,5,20
2015-11-14 21:00:00,1,15,20151114211,5,21
2015-11-14 22:00:00,1,19,20151114221,5,22
2015-11-14 23:00:00,1,15,20151114231,5,23
2015-11-15 00:00:00,1,15,20151115001,6,0
2015-11-15 01:00:00,1,13,20151115011,6,1
2015-11-15 02:00:00,1,14,20151115021,6,2
2015-11-15 03:00:00,1,10,20151115031,6,3
2015-11-15 04:00:00,1,8,20151115041,6,4
2015-11-15 05:00:00,1,9,20151115051,6,5
2015-11-15 06:00:00,1,9,20151115061,6,6
2015-11-15 07:00:00,1,9,20151115071,6,7
2015-11-15 08:00:00,1,9,20151115081,6,8
2015-11-15 09:00:00,1,16,20151115091,6,9
2015-11-15 10:00:00,1,18,20151115101,6,10
2015-11-15 11:00:00,1,18,20151115111,6,11
2015-11-15 12:00:00,1,17,20151115121,6,12
2015-11-15 13:00:00,1,18,20151115131,6,13
2015-11-15 14:00:00,1,14,20151115141,6,14
2015-11-15 15:00:00,1,15,20151115151,6,15
2015-11-15 16:00:00,1,13,20151115161,6,16
2015-11-15 17:00:00,1,15,20151115171,6,17
2015-11-15 18:00:00,1,19,20151115181,6,18
2015-11-15 19:00:00,1,18,20151115191,6,19
2015-11-15 20:00:00,1,21,20151115201,6,20
2015-11-15 21:00:00,1,17,20151115211,6,21
2015-11-15 22:00:00,1,17,20151115221,6,22
2015-11-15 23:00:00,1,15,20151115231,6,23
2015-11-16 00:00:00,1,17,20151116001,0,0
2015-11-16 01:00:00,1,14,20151116011,0,1
2015-11-16 02:00:00,1,13,20151116021,0,2
2015-11-16 03:00:00,1,15,20151116031,0,3
2015-11-16 04:00:00,1,12,20151116041,0,4
2015-11-16 05:00:00,1,12,20151116051,0,5
2015-11-16 06:00:00,1,13,20151116061,0,6
2015-11-16 07:00:00,1,14,20151116071,0,7
2015-11-16 08:00:00,1,13,20151116081,0,8
2015-11-16 09:00:00,1,16,20151116091,0,9
2015-11-16 10:00:00,1,26,20151116101,0,10
2015-11-16 11:00:00,1,21,20151116111,0,11
2015-11-16 12:00:00,1,26,20151116121,0,12
2015-11-16 13:00:00,1,24,20151116131,0,13
2015-11-16 14:00:00,1,26,20151116141,0,14
2015-11-16 15:00:00,1,22,20151116151,0,15
2015-11-16 16:00:00,1,24,20151116161,0,16
2015-11-16 17:00:00,1,26,20151116171,0,17
2015-11-16 18:00:00,1,23,20151116181,0,18
2015-11-16 19:00:00,1,29,20151116191,0,19
2015-11-16 20:00:00,1,31,20151116201,0,20
2015-11-16 21:00:00,1,27,20151116211,0,21
2015-11-16 22:00:00,1,27,20151116221,0,22
2015-11-16 23:00:00,1,26,20151116231,0,23
2015-11-17 00:00:00,1,23,20151117001,1,0
2015-11-17 01:00:00,1,21,20151117011,1,1
2015-11-17 02:00:00,1,19,20151117021,1,2
2015-11-17 03:00:00,1,16,20151117031,1,3
2015-11-17 04:00:00,1,11,20151117041,1,4
2015-11-17 05:00:00,1,11,20151117051,1,5
2015-11-17 06:00:00,1,15,20151117061,1,6
2015-11-17 07:00:00,1,12,20151117071,1,7
2015-11-17 08:00:00,1,12,20151117081,1,8
2015-11-17 09:00:00,1,18,20151117091,1,9
2015-11-17 10:00:00,1,31,20151117101,1,10
2015-11-17 11:00:00,1,42,20151117111,1,11
2015-11-17 12:00:00,1,37,20151117121,1,12
2015-11-17 13:00:00,1,30,20151117131,1,13
2015-11-17 14:00:00,1,33,20151117141,1,14
2015-11-17 15:00:00,1,28,20151117151,1,15
2015-11-17 16:00:00,1,29,20151117161,1,16
2015-11-17 17:00:00,1,28,20151117171,1,17
2015-11-17 18:00:00,1,28,20151117181,1,18
2015-11-17 19:00:00,1,31,20151117191,1,19
2015-11-17 20:00:00,1,28,20151117201,1,20
2015-11-17 21:00:00,1,26,20151117211,1,21
2015-11-17 22:00:00,1,26,20151117221,1,22
2015-11-17 23:00:00,1,27,20151117231,1,23
2015-11-18 00:00:00,1,24,20151118001,2,0
2015-11-18 01:00:00,1,23,20151118011,2,1
2015-11-18 02:00:00,1,20,20151118021,2,2
2015-11-18 03:00:00,1,19,20151118031,2,3
2015-11-18 04:00:00,1,20,20151118041,2,4
2015-11-18 05:00:00,1,16,20151118051,2,5
2015-11-18 06:00:00,1,19,20151118061,2,6
2015-11-18 07:00:00,1,16,20151118071,2,7
2015-11-18 08:00:00,1,17,20151118081,2,8
2015-11-18 09:00:00,1,19,20151118091,2,9
2015-11-18 10:00:00,1,30,20151118101,2,10
2015-11-18 11:00:00,1,44,20151118111,2,11
2015-11-18 12:00:00,1,35,20151118121,2,12
2015-11-18 13:00:00,1,34,20151118131,2,13
2015-11-18 14:00:00,1,31,20151118141,2,14
2015-11-18 15:00:00,1,31,20151118151,2,15
2015-11-18 16:00:00,1,28,20151118161,2,16
2015-11-18 17:00:00,1,34,20151118171,2,17
2015-11-18 18:00:00,1,37,20151118181,2,18
2015-11-18 19:00:00,1,37,20151118191,2,19
2015-11-18 20:00:00,1,34,20151118201,2,20
2015-11-18 21:00:00,1,31,20151118211,2,21
2015-11-18 22:00:00,1,29,20151118221,2,22
2015-11-18 23:00:00,1,28,20151118231,2,23
2015-11-19 00:00:00,1,32,20151119001,3,0
2015-11-19 01:00:00,1,23,20151119011,3,1
2015-11-19 02:00:00,1,20,20151119021,3,2
2015-11-19 03:00:00,1,16,20151119031,3,3
2015-11-19 04:00:00,1,18,20151119041,3,4
2015-11-19 05:00:00,1,17,20151119051,3,5
2015-11-19 06:00:00,1,16,20151119061,3,6
2015-11-19 07:00:00,1,17,20151119071,3,7
2015-11-19 08:00:00,1,18,20151119081,3,8
2015-11-19 09:00:00,1,25,20151119091,3,9
2015-11-19 10:00:00,1,31,20151119101,3,10
2015-11-19 11:00:00,1,32,20151119111,3,11
2015-11-19 12:00:00,1,31,20151119121,3,12
2015-11-19 13:00:00,1,29,20151119131,3,13
2015-11-19 14:00:00,1,31,20151119141,3,14
2015-11-19 15:00:00,1,31,20151119151,3,15
2015-11-19 16:00:00,1,30,20151119161,3,16
2015-11-19 17:00:00,1,28,20151119171,3,17
2015-11-19 18:00:00,1,29,20151119181,3,18
2015-11-19 19:00:00,1,36,20151119191,3,19
2015-11-19 20:00:00,1,29,20151119201,3,20
2015-11-19 21:00:00,1,28,20151119211,3,21
2015-11-19 22:00:00,1,30,20151119221,3,22
2015-11-19 23:00:00,1,29,20151119231,3,23
2015-11-20 00:00:00,1,24,20151120001,4,0
2015-11-20 01:00:00,1,20,20151120011,4,1
2015-11-20 02:00:00,1,15,20151120021,4,2
2015-11-20 03:00:00,1,14,20151120031,4,3
2015-11-20 04:00:00,1,13,20151120041,4,4
2015-11-20 05:00:00,1,8,20151120051,4,5
2015-11-20 06:00:00,1,12,20151120061,4,6
2015-11-20 07:00:00,1,14,20151120071,4,7
2015-11-20 08:00:00,1,15,20151120081,4,8
2015-11-20 09:00:00,1,20,20151120091,4,9
2015-11-20 10:00:00,1,26,20151120101,4,10
2015-11-20 11:00:00,1,26,20151120111,4,11
2015-11-20 12:00:00,1,26,20151120121,4,12
2015-11-20 13:00:00,1,21,20151120131,4,13
2015-11-20 14:00:00,1,26,20151120141,4,14
2015-11-20 15:00:00,1,29,20151120151,4,15
2015-11-20 16:00:00,1,20,20151120161,4,16
2015-11-20 17:00:00,1,22,20151120171,4,17
2015-11-20 18:00:00,1,25,20151120181,4,18
2015-11-20 19:00:00,1,27,20151120191,4,19
2015-11-20 20:00:00,1,26,20151120201,4,20
2015-11-20 21:00:00,1,24,20151120211,4,21
2015-11-20 22:00:00,1,25,20151120221,4,22
2015-11-20 23:00:00,1,21,20151120231,4,23
2015-11-21 00:00:00,1,17,20151121001,5,0
2015-11-21 01:00:00,1,16,20151121011,5,1
2015-11-21 02:00:00,1,15,20151121021,5,2
2015-11-21 03:00:00,1,15,20151121031,5,3
2015-11-21 04:00:00,1,15,20151121041,5,4
2015-11-21 05:00:00,1,8,20151121051,5,5
2015-11-21 06:00:00,1,12,20151121061,5,6
2015-11-21 07:00:00,1,13,20151121071,5,7
2015-11-21 08:00:00,1,12,20151121081,5,8
2015-11-21 09:00:00,1,16,20151121091,5,9
2015-11-21 10:00:00,1,18,20151121101,5,10
2015-11-21 11:00:00,1,17,20151121111,5,11
2015-11-21 12:00:00,1,18,20151121121,5,12
2015-11-21 13:00:00,1,15,20151121131,5,13
2015-11-21 14:00:00,1,21,20151121141,5,14
2015-11-21 15:00:00,1,18,20151121151,5,15
2015-11-21 16:00:00,1,17,20151121161,5,16
2015-11-21 17:00:00,1,17,20151121171,5,17
2015-11-21 18:00:00,1,19,20151121181,5,18
2015-11-21 19:00:00,1,22,20151121191,5,19
2015-11-21 20:00:00,1,18,20151121201,5,20
2015-11-21 21:00:00,1,17,20151121211,5,21
2015-11-21 22:00:00,1,22,20151121221,5,22
2015-11-21 23:00:00,1,17,20151121231,5,23
2015-11-22 00:00:00,1,15,20151122001,6,0
2015-11-22 01:00:00,1,15,20151122011,6,1
2015-11-22 02:00:00,1,11,20151122021,6,2
2015-11-22 03:00:00,1,12,20151122031,6,3
2015-11-22 04:00:00,1,11,20151122041,6,4
2015-11-22 05:00:00,1,8,20151122051,6,5
2015-11-22 06:00:00,1,11,20151122061,6,6
2015-11-22 07:00:00,1,9,20151122071,6,7
2015-11-22 08:00:00,1,8,20151122081,6,8
2015-11-22 09:00:00,1,15,20151122091,6,9
2015-11-22 10:00:00,1,18,20151122101,6,10
2015-11-22 11:00:00,1,18,20151122111,6,11
2015-11-22 12:00:00,1,20,20151122121,6,12
2015-11-22 13:00:00,1,20,20151122131,6,13
2015-11-22 14:00:00,1,20,20151122141,6,14
2015-11-22 15:00:00,1,15,20151122151,6,15
2015-11-22 16:00:00,1,16,20151122161,6,16
2015-11-22 17:00:00,1,16,20151122171,6,17
2015-11-22 18:00:00,1,21,20151122181,6,18
2015-11-22 19:00:00,1,27,20151122191,6,19
2015-11-22 20:00:00,1,26,20151122201,6,20
2015-11-22 21:00:00,1,24,20151122211,6,21
2015-11-22 22:00:00,1,20,20151122221,6,22
2015-11-22 23:00:00,1,20,20151122231,6,23
2015-11-23 00:00:00,1,21,20151123001,0,0
2015-11-23 01:00:00,1,14,20151123011,0,1
2015-11-23 02:00:00,1,16,20151123021,0,2
2015-11-23 03:00:00,1,14,20151123031,0,3
2015-11-23 04:00:00,1,11,20151123041,0,4
2015-11-23 05:00:00,1,11,20151123051,0,5
2015-11-23 06:00:00,1,9,20151123061,0,6
2015-11-23 07:00:00,1,12,20151123071,0,7
